Date,open,high,low,close,volume,SMA,EMA,RSI,GDP,CPI,CPI_inflation_rate,positive,neutral,negative
17-06-2021,129.8,132.55,129.65,131.79,96721669,128.118,128.6626236,71.31630648,23368.861,0.92906629,4.697858864,3.99E-05,0.999959111,8.88E-07
18-06-2021,130.71,131.51,130.24,130.46,108953309,128.575,128.9894193,68.36158192,23368.861,0.92906629,4.697858864,0.994701385,0.000102798,0.005195812
21-06-2021,130.3,132.41,129.21,132.3,79663316,129.215,129.5913431,72.99311927,23368.861,0.92906629,4.697858864,0.010700015,0.000858567,0.988441467
22-06-2021,132.13,134.08,131.62,133.98,74783618,129.939,130.3892807,74.31842966,23368.861,0.92906629,4.697858864,0.010700015,0.000858567,0.988441467
23-06-2021,133.77,134.32,133.23,133.7,60214200,130.596,130.9912296,79.70760234,23368.861,0.92906629,4.697858864,0.010170472,0.500065426,0.489764067
24-06-2021,134.45,134.64,132.93,133.41,68710998,131.326,131.4310061,75,23368.861,0.92906629,4.697858864,0.020340152,0.000131687,0.979528069
25-06-2021,133.46,133.89,132.81,133.11,70783746,131.902,131.7362777,73.51598174,23368.861,0.92906629,4.697858864,0.020340152,0.000131687,0.979528069
28-06-2021,133.41,135.245,133.35,134.78,62111303,132.332,132.2896818,74.87623762,23368.861,0.92906629,4.697858864,0.020340152,0.000131687,0.979528069
29-06-2021,134.8,136.49,134.35,136.33,64556081,133.001,133.0242851,76.55889145,23368.861,0.92906629,4.697858864,0.972293854,0.027363515,0.00034257
30-06-2021,136.17,137.41,135.87,136.96,63261393,133.682,133.7398696,82.04370939,23368.861,0.92906629,4.697858864,0.255380362,0.011848854,0.732770801
01-07-2021,136.6,137.33,135.76,137.27,52485781,134.23,134.3817115,81,23921.991,0.481052353,4.697858864,0.999995828,2.43E-07,3.88E-06
02-07-2021,137.9,140,137.745,139.96,78945572,135.18,135.3959458,80.46272494,23921.991,0.481052353,4.697858864,0.859995246,0.050037194,0.089967556
06-07-2021,140.07,143.15,140.07,142.02,108181793,136.152,136.6003193,86.88915375,23921.991,0.481052353,4.697858864,0.999957919,9.72E-08,4.20E-05
07-07-2021,143.535,144.89,142.66,144.57,104911589,137.211,138.0493521,88.31030818,23921.991,0.481052353,4.697858864,0.99926573,0.000711886,2.25E-05
08-07-2021,141.58,144.06,140.665,143.24,105575458,138.165,138.9931063,80.92922744,23921.991,0.481052353,4.697858864,0.99926573,0.000711886,2.25E-05
09-07-2021,142.75,145.65,142.6522,145.11,99890800,139.335,140.1052688,88.45144357,23921.991,0.481052353,4.697858864,0.964711457,0.029767729,0.005520844
12-07-2021,146.21,146.32,144,144.5,76299719,140.474,140.9043108,84.2312009,23921.991,0.481052353,4.697858864,0.605386853,0.393499374,0.001113765
13-07-2021,144.03,147.46,143.63,145.64,100827099,141.56,141.7653452,83.73842593,23921.991,0.481052353,4.697858864,0.999981284,1.33E-05,5.33E-06
14-07-2021,148.1,149.57,147.68,149.15,127050785,142.842,143.1080097,87.66455388,23921.991,0.481052353,4.697858864,2.42E-05,0.999975741,1.00E-07
15-07-2021,149.24,150,147.09,148.48,106820297,143.994,144.0847352,86.0698899,23921.991,0.481052353,4.697858864,4.83E-05,0.999951482,1.98E-07
16-07-2021,148.46,149.76,145.88,146.39,93251426,144.906,144.5038743,79.27689594,23921.991,0.481052353,4.697858864,1.13E-06,9.84E-07,0.999997973
19-07-2021,143.75,144.07,141.67,142.45,121434571,145.155,144.1304426,65.37074148,23921.991,0.481052353,4.697858864,9.32E-05,0.000695276,0.99921155
20-07-2021,143.46,147.0997,142.96,146.15,96350036,145.568,144.4976348,68.11808118,23921.991,0.481052353,4.697858864,0.333343041,0.333333059,0.333323906
21-07-2021,145.53,146.13,144.63,145.4,74993460,145.651,144.6617012,65.50330639,23921.991,0.481052353,4.697858864,0.999998689,6.06E-07,6.67E-07
22-07-2021,145.935,148.195,145.81,146.8,77338156,146.007,145.0504828,66.8315083,23921.991,0.481052353,4.697858864,0.982772291,0.008177207,0.009050475
23-07-2021,147.55,148.7177,146.92,148.56,71447416,146.352,145.6885769,65.70489408,23921.991,0.481052353,4.697858864,0.982772291,0.008177207,0.009050475
26-07-2021,148.27,149.83,147.7,148.99,72434089,146.801,146.2888356,63.53398058,23921.991,0.481052353,4.697858864,0.499868249,0.500013508,0.000118237
27-07-2021,149.12,149.21,145.55,146.77,104818578,146.914,146.37632,54.32730134,23921.991,0.481052353,4.697858864,0.470758893,0.527596317,0.001644811
28-07-2021,144.81,146.97,142.54,144.98,118931191,146.497,146.1224437,53.36166924,23921.991,0.481052353,4.697858864,4.46E-07,3.46E-06,0.999996066
29-07-2021,144.685,146.55,144.58,145.64,54323047,146.213,146.0347266,51.07417916,23921.991,0.481052353,4.697858864,0.999809086,0.000170217,2.07E-05
30-07-2021,144.38,146.33,144.11,145.86,70440626,146.16,146.0029582,52.80065898,23921.991,0.481052353,4.697858864,0.999994755,2.64E-06,2.57E-06
02-08-2021,146.36,146.95,145.25,145.52,62879961,146.467,145.9151476,49.74446337,23921.991,0.206591136,4.697858864,0.999994755,2.64E-06,2.57E-06
03-08-2021,145.81,148.045,145.18,147.36,64786618,146.588,146.177848,45.89637781,23921.991,0.206591136,4.697858864,0.999994755,2.64E-06,2.57E-06
04-08-2021,147.27,147.79,146.28,146.95,56368271,146.743,146.3182393,46.45011601,23921.991,0.206591136,4.697858864,0.999994755,2.64E-06,2.57E-06
05-08-2021,146.98,147.84,146.17,147.06,46397674,146.769,146.4531049,51.71180378,23921.991,0.206591136,4.697858864,0.999969125,7.71E-07,3.02E-05
06-08-2021,146.35,147.11,145.63,146.14,54126813,146.527,146.3961767,61.14803625,23921.991,0.206591136,4.697858864,1.15E-06,2.19E-06,0.999996662
09-08-2021,146.2,146.7,145.52,146.09,48908689,146.237,146.3405082,49.76744186,23921.991,0.206591136,4.697858864,0.999992847,1.05E-07,7.00E-06
10-08-2021,146.44,147.71,145.3,145.6,69023081,146.12,146.2058704,50.79113924,23921.991,0.206591136,4.697858864,0.022390231,0.244608581,0.733001232
11-08-2021,146.05,146.72,145.53,145.86,48493463,146.208,146.1429848,45.91304348,23921.991,0.206591136,4.697858864,0.999992132,4.86E-07,7.36E-06
12-08-2021,146.19,149.05,145.84,148.89,73779113,146.533,146.6424421,51.29209084,23921.991,0.206591136,4.697858864,0.999985218,5.31E-07,1.43E-05
13-08-2021,148.97,149.4444,148.27,149.1,58846293,146.857,147.0892708,50.43824701,23921.991,0.206591136,4.697858864,0.810570657,0.189278347,0.000151024
16-08-2021,148.535,151.19,146.47,151.12,103558782,147.417,147.8221307,67.61133603,23921.991,0.206591136,4.697858864,0.621145129,0.378555477,0.000299387
17-08-2021,150.23,151.68,149.09,150.19,92229735,147.7,148.2526524,72.6718886,23921.991,0.206591136,4.697858864,0.973269641,0.004942003,0.021788337
18-08-2021,149.8,150.72,146.15,146.36,86325990,147.641,147.9085338,52.45566166,23921.991,0.206591136,4.697858864,0.480569057,0.019564221,0.499866797
19-08-2021,145.03,148,144.5,146.7,86960310,147.605,147.6888004,52.84167794,23921.991,0.206591136,4.697858864,0.961127579,0.038822483,5.00E-05
20-08-2021,147.44,148.5,146.78,148.19,60549630,147.81,147.7799276,58.38041431,23921.991,0.206591136,4.697858864,0.95219171,8.11E-06,0.047800232
23-08-2021,148.31,150.19,147.89,149.71,60131810,148.172,148.1308498,57.52722614,23921.991,0.206591136,4.697858864,0.499996129,0.500001381,2.53E-06
24-08-2021,149.45,150.86,149.15,149.62,48606428,148.574,148.4016044,58.73119686,23921.991,0.206591136,4.697858864,0.999998808,2.39E-07,9.89E-07
25-08-2021,149.81,150.32,147.8,148.36,58991297,148.824,148.39404,53.95377129,23921.991,0.206591136,4.697858864,0.9999578,2.52E-05,1.71E-05
26-08-2021,148.35,149.12,147.51,147.54,48597195,148.689,148.23876,54.28396573,23921.991,0.206591136,4.697858864,0.336698281,0.516037963,0.147263778
27-08-2021,147.48,148.75,146.83,148.6,55802388,148.639,148.30444,57.23342939,23921.991,0.206591136,4.697858864,0.50001961,0.498775519,0.001204862
30-08-2021,149,153.49,148.61,153.12,90956723,148.839,149.1799963,67.58652947,23921.991,0.206591136,4.697858864,0.856925667,0.14303065,4.37E-05
31-08-2021,152.66,152.8,151.29,151.83,86453117,149.003,149.6618152,63.31994645,23921.991,0.206591136,4.697858864,0.000327714,0.999672055,2.14E-07
01-09-2021,152.83,154.98,152.34,152.51,80313711,149.618,150.179667,59.02293121,23921.991,0.271597086,4.697858864,0.970808208,0.027579629,0.001612166
02-09-2021,153.87,154.72,152.4,153.65,71171317,150.313,150.8106366,60.83849452,23921.991,0.271597086,4.697858864,0.999903947,7.51E-06,8.85E-05
03-09-2021,153.76,154.63,153.09,154.3,57866066,150.924,151.4450663,58.10397554,23921.991,0.271597086,4.697858864,0.999969244,6.42E-07,3.01E-05
07-09-2021,154.97,157.26,154.39,156.69,82278261,151.622,152.3986906,65.41745731,23921.991,0.271597086,4.697858864,0.999988198,1.70E-07,1.16E-05
08-09-2021,156.98,157.04,153.975,155.11,74420207,152.171,152.891656,73.23420074,23921.991,0.271597086,4.697858864,0.592146873,0.068753563,0.339099556
09-09-2021,155.49,156.11,153.95,154.07,57305730,152.742,153.1059003,68.86840758,23921.991,0.271597086,4.697858864,0.999964118,2.53E-05,1.07E-05
10-09-2021,155,155.48,148.7,148.97,140893235,152.885,152.3539185,51.68539326,23921.991,0.271597086,4.697858864,0.132524323,0.118373796,0.749101878
13-09-2021,150.63,151.42,148.75,149.55,102404329,152.98,151.8441151,49.63963964,23921.991,0.271597086,4.697858864,0.49973509,3.72E-05,0.500227651
14-09-2021,150.35,151.07,146.91,148.12,109296295,152.48,151.1670033,46.81393373,23921.991,0.271597086,4.697858864,0.995878309,0.004101406,2.03E-05
15-09-2021,148.56,149.44,146.37,149.03,83281315,152.2,150.7784572,51.44458818,23921.991,0.271597086,4.697858864,0.999788582,1.71E-05,0.000194216
16-09-2021,148.44,148.97,147.221,148.79,68034149,151.828,150.4169195,52.7642636,23921.991,0.271597086,4.697858864,0.49206669,0.507733872,0.00019945
17-09-2021,148.82,148.82,145.76,146.06,129868824,151.069,149.6247524,44.7693575,23921.991,0.271597086,4.697858864,1.74E-08,1,2.79E-09
20-09-2021,143.8,144.84,141.27,142.94,123478863,149.933,148.4093428,27.7534965,23921.991,0.271597086,4.697858864,0.497936604,0.004487538,0.497575874
21-09-2021,143.93,144.6,142.78,143.43,75833962,148.607,147.5040078,30.97826087,23921.991,0.271597086,4.697858864,1.12E-06,0.999994993,3.90E-06
22-09-2021,144.45,146.43,143.7001,145.85,76404341,147.681,147.2032791,36.02015113,23921.991,0.271597086,4.697858864,0.999954462,2.60E-05,1.96E-05
23-09-2021,146.65,147.08,145.64,146.83,64838170,146.957,147.1354102,35.58748943,23921.991,0.271597086,4.697858864,0.999954581,5.99E-06,3.95E-05
24-09-2021,145.66,147.4701,145.56,146.92,53477869,146.752,147.0962447,34.02597403,23921.991,0.271597086,4.697858864,0.999954581,5.99E-06,3.95E-05
27-09-2021,145.47,145.96,143.82,145.37,74150729,146.334,146.782382,24.57322552,23921.991,0.271597086,4.697858864,0.999954581,5.99E-06,3.95E-05
28-09-2021,143.25,144.75,141.69,141.91,108972340,145.713,145.8964944,22.65948633,23921.991,0.271597086,4.697858864,0.999954581,5.99E-06,3.95E-05
29-09-2021,142.47,144.45,142.03,142.83,74602044,145.093,145.3389499,26.60283097,23921.991,0.271597086,4.697858864,2.32E-08,1,1.32E-08
30-09-2021,143.66,144.378,141.28,141.5,89056664,144.364,144.640959,31.55555556,23921.991,0.271597086,4.697858864,2.32E-08,1,1.32E-08
01-10-2021,141.9,142.92,139.1101,142.65,94639581,144.023,144.2789665,33.42939481,24777.038,0.830811855,4.697858864,0.019059088,0.980720997,0.000219946
04-10-2021,141.76,142.21,138.27,139.14,98322008,143.643,143.3446089,30.3930131,24777.038,0.830811855,4.697858864,0.998236299,6.44E-05,0.0016993
05-10-2021,139.49,142.24,139.36,141.11,80861062,143.411,142.9383164,33.47245409,24777.038,0.830811855,4.697858864,0.999696016,5.78E-06,0.00029812
06-10-2021,139.47,142.15,138.37,142,83221119,143.026,142.7677134,36.2047948,24777.038,0.830811855,4.697858864,0.258806676,0.00149584,0.739697397
07-10-2021,143.06,144.215,142.72,143.29,61732656,142.672,142.8626746,44.02244281,24777.038,0.830811855,4.697858864,0.258806676,0.00149584,0.739697397
08-10-2021,144.03,144.1781,142.56,142.9,58773155,142.27,142.8694611,49.90215264,24777.038,0.830811855,4.697858864,0.999298155,0.000554194,0.000147607
11-10-2021,142.27,144.81,141.81,142.81,64452219,142.014,142.85865,48.45309381,24777.038,0.830811855,4.697858864,1.39E-05,0.999930143,5.59E-05
12-10-2021,143.23,143.25,141.0401,141.51,73035859,141.974,142.6134409,38.53065539,24777.038,0.830811855,4.697858864,0.997487664,0.00249246,1.99E-05
13-10-2021,141.235,141.4,139.2,140.91,78762721,141.782,142.3037243,34.03451996,24777.038,0.830811855,4.697858864,0.498893615,0.001099495,0.500006937
14-10-2021,142.11,143.88,141.51,143.76,69907100,142.008,142.5685017,42.58215962,24777.038,0.830811855,4.697858864,0.997783959,0.002198266,1.78E-05
15-10-2021,143.77,144.895,143.51,144.84,67940334,142.227,142.9815014,48.72779645,24777.038,0.830811855,4.697858864,0.995959818,0.003771058,0.000269111
18-10-2021,143.445,146.84,143.16,146.55,85589175,142.968,143.6303193,62.15932914,24777.038,0.830811855,4.697858864,0.598773047,2.74E-05,0.401199511
19-10-2021,147.01,149.17,146.55,148.76,76378894,143.733,144.5629886,64.55571919,24777.038,0.830811855,4.697858864,0.499784384,0.500115614,0.000100001
20-10-2021,148.7,149.7539,148.12,149.26,58418788,144.459,145.4169906,69.8567042,24777.038,0.830811855,4.697858864,7.72E-09,1,3.61E-09
21-10-2021,148.81,149.64,147.87,149.48,61420990,145.078,146.1557196,68.35034927,24777.038,0.830811855,4.697858864,7.72E-09,1,3.61E-09
22-10-2021,149.69,150.18,148.64,148.69,58883443,145.657,146.6164979,80.05034613,24777.038,0.830811855,4.697858864,7.72E-09,1,3.61E-09
25-10-2021,148.68,149.37,147.6211,148.64,50720556,146.24,146.9844073,76.95060845,24777.038,0.830811855,4.697858864,0.425107066,0.001085321,0.573807599
26-10-2021,149.33,150.84,149.0101,149.32,60893395,147.021,147.4090606,76.59883721,24777.038,0.830811855,4.697858864,0.994194686,0.000839773,0.004965548
27-10-2021,149.36,149.73,148.49,148.85,56094929,147.815,147.6710495,71.48377125,24777.038,0.830811855,4.697858864,1.40E-06,3.88E-07,0.999998212
28-10-2021,149.82,153.165,149.72,152.57,100077888,148.696,148.5617678,79.71727105,24777.038,0.830811855,4.697858864,0.400000333,0.200025563,0.399974118
29-10-2021,147.215,149.94,146.4128,149.8,124953168,149.192,148.7869009,68.44327177,24777.038,0.830811855,4.697858864,0.869800985,0.001422498,0.128776491
01-11-2021,148.985,149.7,147.8,148.96,73396551,149.433,148.8183735,70.14602488,24777.038,0.49134275,4.697858864,0.976071835,0.023437627,0.000490596
02-11-2021,148.66,151.57,148.65,150.02,68922374,149.559,149.036851,74.03693931,24777.038,0.49134275,4.697858864,3.90E-05,1.32E-05,0.999947786
03-11-2021,150.39,151.97,149.82,151.49,54511534,149.782,149.4828781,71.99772339,24777.038,0.49134275,4.697858864,3.90E-05,1.32E-05,0.999947786
04-11-2021,151.58,152.43,150.64,150.96,60394616,149.93,149.7514457,67.97884841,24777.038,0.49134275,4.697858864,0.999751389,0.000151419,9.71E-05
05-11-2021,151.89,152.2,150.06,151.28,65463883,150.189,150.0293647,65.13115803,24777.038,0.49134275,4.697858864,0.999751389,0.000151419,9.71E-05
08-11-2021,151.41,151.57,150.16,150.44,55020868,150.369,150.1040257,55.89060309,24777.038,0.49134275,4.697858864,0.999751389,0.000151419,9.71E-05
09-11-2021,150.2,151.428,150.0601,150.81,56573449,150.518,150.2323846,55.48478415,24777.038,0.49134275,4.697858864,0.999969542,2.40E-06,2.80E-05
10-11-2021,150.02,150.13,147.85,147.92,65187092,150.425,149.8119511,45.35714286,24777.038,0.49134275,4.697858864,4.84E-05,3.08E-06,0.999948502
11-11-2021,148.96,149.43,147.681,147.87,40999950,149.955,149.458869,47.44707347,24777.038,0.49134275,4.697858864,8.27E-09,1,1.12E-08
12-11-2021,148.43,150.4,147.48,149.99,63245197,149.974,149.5554383,53.72311087,24777.038,0.49134275,4.697858864,8.27E-09,1,1.12E-08
15-11-2021,150.37,151.88,149.43,150,59222803,150.078,149.6362677,51.94730813,24777.038,0.49134275,4.697858864,8.27E-09,1,1.12E-08
16-11-2021,149.94,151.488,149.34,151,59256210,150.176,149.884219,55.97554197,24777.038,0.49134275,4.697858864,0.970645964,0.002006062,0.027347952
17-11-2021,150.995,155,150.99,153.49,88807000,150.376,150.5398156,52.74463007,24777.038,0.49134275,4.697858864,0.997511148,8.30E-05,0.002405803
18-11-2021,153.71,158.67,153.05,157.87,137827673,151.067,151.8725764,71.96516059,24777.038,0.49134275,4.697858864,0.494465082,0.499865339,0.005669546
19-11-2021,157.65,161.02,156.5328,160.55,117305597,151.994,153.4502898,78.6739238,24777.038,0.49134275,4.697858864,0.581172109,0.403043959,0.015783949
22-11-2021,161.68,165.7,161,161.02,117467889,153.052,154.8266007,78.03261978,24777.038,0.49134275,4.697858864,0.99993515,2.99E-06,6.19E-05
23-11-2021,161.12,161.8,159.0601,161.41,96041899,154.112,156.0235824,76.75296656,24777.038,0.49134275,4.697858864,8.24E-09,1,1.43E-09
24-11-2021,160.75,162.14,159.64,161.94,69463623,155.514,157.0992947,79.61165049,24777.038,0.49134275,4.697858864,0.994130015,6.96E-06,0.005863021
26-11-2021,159.565,160.45,156.36,156.81,76959752,156.408,157.0466957,61.84154176,24777.038,0.49134275,4.697858864,3.48E-07,0.999999642,1.03E-08
29-11-2021,159.37,161.19,158.7901,160.24,88748217,157.433,157.6272964,68.88974557,24777.038,0.49134275,4.697858864,6.75E-09,1,2.16E-09
30-11-2021,159.985,165.52,159.92,165.3,174048056,158.963,159.0223335,73.6532811,24777.038,0.49134275,4.697858864,0.999968886,4.46E-06,2.67E-05
01-12-2021,167.48,170.3,164.53,164.77,152423003,160.34,160.0673637,79.80191015,24777.038,0.307251716,4.697858864,0.000232277,0.999707282,6.04E-05
02-12-2021,158.735,164.2,157.8,163.76,136739174,161.367,160.7387521,77.18097845,24777.038,0.307251716,4.697858864,0.488862039,0.000220731,0.510917241
03-12-2021,164.02,164.96,159.72,161.84,118023116,161.764,160.938979,70.40992077,24777.038,0.307251716,4.697858864,7.50E-07,0.999999285,5.70E-09
06-12-2021,164.29,167.8799,164.28,165.32,107496982,162.241,161.7355283,73.56923077,24777.038,0.307251716,4.697858864,4.94E-05,0.999950409,1.39E-07
07-12-2021,169.08,171.58,168.34,171.18,120405352,163.257,163.452705,77.00749465,24777.038,0.307251716,4.697858864,1.18E-08,1,1.99E-09
08-12-2021,172.125,175.96,170.7,175.08,116998901,164.624,165.5667586,77.84369358,24777.038,0.307251716,4.697858864,0.49021954,0.334772552,0.175007872
09-12-2021,174.91,176.75,173.92,174.56,108923739,165.886,167.2018934,73.90432541,24777.038,0.307251716,4.697858864,0.666654628,0.33333387,1.15E-05
10-12-2021,175.205,179.63,174.69,179.45,115402731,168.15,169.4288219,75.45797414,24777.038,0.307251716,4.697858864,2.28E-05,0.999960065,1.71E-05
13-12-2021,181.115,182.13,175.53,175.74,153237019,169.7,170.5763088,68.23587711,24777.038,0.307251716,4.697858864,0.51631246,0.483677681,9.84E-06
14-12-2021,175.25,177.74,172.21,174.33,139380382,170.603,171.2587981,65.61140648,24777.038,0.307251716,4.697858864,0.224155305,0.485648902,0.290195797
15-12-2021,175.11,179.5,172.3108,179.3,131063257,172.056,172.7208348,68.94369271,24777.038,0.307251716,4.697858864,0.999994993,1.31E-06,3.64E-06
16-12-2021,179.28,181.14,170.75,172.26,150185843,172.906,172.6370467,66.18478944,24777.038,0.307251716,4.697858864,2.78E-08,1,9.58E-09
17-12-2021,169.93,173.47,169.69,171.14,195923441,173.836,172.3648564,61.99911933,24777.038,0.307251716,4.697858864,0.011646338,0.934215724,0.054137938
20-12-2021,168.28,170.58,167.46,169.75,107499114,174.279,171.8894279,55.32934132,24777.038,0.307251716,4.697858864,0.999916792,3.79E-05,4.53E-05
21-12-2021,171.555,173.2,169.12,172.99,91185905,174.46,172.089532,59.24426451,24777.038,0.307251716,4.697858864,0.99942255,2.36E-05,0.000553842
22-12-2021,173.04,175.86,172.15,175.64,92135303,174.516,172.7350716,62.88503254,24777.038,0.307251716,4.697858864,0.311620962,0.687396591,0.000982454
23-12-2021,175.85,176.8499,175.27,176.28,68356567,174.688,173.379604,66.10887996,24777.038,0.307251716,4.697858864,0.999998212,1.30E-08,1.77E-06
27-12-2021,177.085,180.42,177.07,180.33,74919582,174.776,174.6433124,66.53447896,24777.038,0.307251716,4.697858864,0.999983549,2.74E-06,1.37E-05
28-12-2021,180.16,181.33,178.53,179.29,79144339,175.131,175.4881647,59.99507025,24777.038,0.307251716,4.697858864,0.999881387,7.32E-05,4.54E-05
29-12-2021,179.33,180.63,178.14,179.38,62348931,175.636,176.1957711,55.84874864,24777.038,0.307251716,4.697858864,0.938368261,1.31E-05,0.061618611
30-12-2021,179.47,180.57,178.09,178.2,59773014,175.526,176.5601764,54.86370925,24777.038,0.307251716,4.697858864,0.938368261,1.31E-05,0.061618611
31-12-2021,178.085,179.23,177.26,177.57,61661433,176.057,176.7437807,47.16525935,24777.038,0.307251716,4.697858864,0.684737504,0.31411621,0.001146307
03-01-2022,177.83,182.88,177.71,182.01,104701220,177.144,177.7012751,59.25051638,25215.491,0.841457378,8.002799821,0.999770224,1.58E-05,0.000214108
04-01-2022,182.63,182.94,179.12,179.7,99310438,178.139,178.0646796,57.71773498,25215.491,0.841457378,8.002799821,0.957246244,1.09E-05,0.04274286
05-01-2022,179.61,180.17,174.64,174.92,94537602,178.332,177.4929197,43.67052023,25215.491,0.841457378,8.002799821,3.44E-08,1,1.70E-08
06-01-2022,172.7,175.3,171.64,172,96903955,177.968,176.494207,49.57349081,25215.491,0.841457378,8.002799821,0.999922752,2.81E-05,4.91E-05
07-01-2022,172.89,174.14,171.03,172.17,86709147,177.557,175.7079876,51.74398916,25215.491,0.841457378,8.002799821,0.999987125,2.67E-07,1.26E-05
10-01-2022,169.08,172.5,168.17,172.19,106765552,176.743,175.0683535,54.33238636,25215.491,0.841457378,8.002799821,0.999933898,3.52E-05,3.10E-05
11-01-2022,172.32,175.18,170.82,175.08,75937685,176.322,175.070471,53.75764114,25215.491,0.841457378,8.002799821,0.999859214,7.45E-07,0.000139992
12-01-2022,176.12,177.18,174.82,175.53,74805173,175.937,175.1540217,49.78524014,25215.491,0.841457378,8.002799821,1.08E-09,1,4.00E-09
13-01-2022,175.78,176.62,171.79,172.19,84505760,175.336,174.6151087,42.7764041,25215.491,0.841457378,8.002799821,0.001563945,0.000166542,0.998269558
14-01-2022,171.34,173.78,171.09,173.07,80440780,174.886,174.3341798,35.56085919,25215.491,0.841457378,8.002799821,0.412551796,0.272853951,0.314594283
18-01-2022,171.51,172.54,169.405,169.8,90500236,173.665,173.5097835,32.66350018,25215.491,0.841457378,8.002799821,0.060529478,0.292493691,0.646976799
19-01-2022,170,171.08,165.94,166.23,92914792,172.318,172.1861865,28.68719611,25215.491,0.841457378,8.002799821,0.499974377,0.500020998,4.66E-06
20-01-2022,166.98,169.68,164.18,164.51,91420515,171.277,170.7905162,28.19369226,25215.491,0.841457378,8.002799821,0.997982875,8.37E-05,0.001933431
21-01-2022,164.415,166.33,162.3,162.41,122848858,170.318,169.266786,26.93244066,25215.491,0.841457378,8.002799821,0.952717572,0.047176738,0.000105658
24-01-2022,160.02,162.3,154.7,161.62,162706686,169.263,167.8764613,15.09756933,25215.491,0.841457378,8.002799821,0.969521463,0.000157315,0.030321242
25-01-2022,158.98,162.76,157.02,159.78,115798367,168.022,166.4043774,15.34446764,25215.491,0.841457378,8.002799821,0.1465974,0.840674222,0.012728391
26-01-2022,163.5,164.3894,157.82,159.69,108275308,166.483,165.1835815,18.33679834,25215.491,0.841457378,8.002799821,0.471972626,0.50024725,0.027780087
27-01-2022,162.45,163.84,158.28,159.22,121954638,164.852,164.099294,20.41666667,25215.491,0.841457378,8.002799821,0.343542326,0.402065933,0.254391751
28-01-2022,165.71,170.35,162.8,170.33,179935660,164.666,165.2321496,47.17271051,25215.491,0.841457378,8.002799821,0.194023499,0.7931162,0.012860314
31-01-2022,170.16,175,169.51,174.78,115541590,164.837,166.9681224,53.50284014,25215.491,0.841457378,8.002799821,0.997782886,0.002187309,2.99E-05
01-02-2022,174.01,174.84,172.31,174.61,86213911,165.318,168.3575547,49.31386861,25215.491,0.913397926,8.002799821,2.29E-09,1,6.48E-09
02-02-2022,174.745,175.88,173.33,175.84,84914256,166.279,169.7179993,50.44247788,25215.491,0.913397926,8.002799821,2.29E-09,1,6.48E-09
03-02-2022,174.48,176.2399,172.12,172.9,89418074,167.118,170.2965449,51.02512273,25215.491,0.913397926,8.002799821,0.99704957,5.83E-05,0.002892093
04-02-2022,171.68,174.1,170.68,172.39,82465400,168.116,170.6771731,49.00758903,25215.491,0.913397926,8.002799821,0.49615017,0.499875694,0.00397417
07-02-2022,172.86,173.9458,170.95,171.66,77251204,169.12,170.8558689,52.93190416,25215.491,0.913397926,8.002799821,0.49615017,0.499875694,0.00397417
08-02-2022,171.73,175.35,171.43,174.83,74829217,170.625,171.5784382,63.72924649,25215.491,0.913397926,8.002799821,0.665897132,0.334039278,6.36E-05
09-02-2022,176.05,176.65,174.9,176.28,71285038,172.284,172.4332676,68.95330113,25215.491,0.913397926,8.002799821,0.476700098,0.020392649,0.502907278
10-02-2022,174.14,175.48,171.55,172.12,90865899,173.574,172.3763099,64.66324373,25215.491,0.913397926,8.002799821,0.476700098,0.020392649,0.502907278
11-02-2022,172.33,173.08,168.04,168.64,98670687,173.405,171.6969808,59.80446927,25215.491,0.913397926,8.002799821,0.476700098,0.020392649,0.502907278
14-02-2022,167.37,169.58,166.56,168.88,86185530,172.815,171.1848025,63.30409357,25215.491,0.913397926,8.002799821,0.476700098,0.020392649,0.502907278
15-02-2022,170.97,172.95,170.25,172.79,64286320,172.633,171.4766566,67.22777486,25215.491,0.913397926,8.002799821,4.17E-09,1,7.30E-09
16-02-2022,171.85,173.34,170.05,172.55,61177398,172.304,171.6718099,67.63694099,25215.491,0.913397926,8.002799821,0.499981465,0.500000875,1.76E-05
17-02-2022,171.03,171.91,168.47,168.88,69589344,171.902,171.1642081,47.61120264,25215.491,0.913397926,8.002799821,2.40E-05,0.999973774,2.20E-06
18-02-2022,169.82,170.5413,166.19,167.3,82772674,171.393,170.4616248,36.39010189,25215.491,0.913397926,8.002799821,0.993640006,0.00326608,0.003093849
22-02-2022,164.98,166.69,162.15,164.32,90457637,170.659,169.3449658,33.0141961,25215.491,0.913397926,8.002799821,0.000563125,0.000174054,0.999262869
23-02-2022,165.54,166.15,159.75,160.07,90009247,169.183,167.6586084,26.3284299,25215.491,0.913397926,8.002799821,0.999522567,0.000168605,0.000308806
24-02-2022,152.58,162.85,152,162.74,141147540,167.829,166.7643159,34.62469734,25215.491,0.913397926,8.002799821,3.94E-05,0.999957204,3.38E-06
25-02-2022,163.84,165.12,160.8738,164.85,91974222,167.102,166.4162585,39.11662818,25215.491,0.913397926,8.002799821,0.996698558,0.003146691,0.000154734
28-02-2022,163.06,165.42,162.43,165.12,95056629,166.75,166.1805751,40.43300176,25215.491,0.913397926,8.002799821,0.49877937,0.500148456,0.001072171
