Date,open,high,low,close,volume,SMA,EMA,RSI,GDP,CPI,CPI_inflation_rate,positive,neutral,negative
04-03-2021,121.75,123.6,118.62,120.13,178154975,124.443,124.792211,24.48979592,22656.793,0.708327313,4.697858864,0.940450042,2.39E-05,0.059526052
05-03-2021,120.98,121.935,117.57,121.42,153766601,123.598,124.1790817,27.09359606,22656.793,0.708327313,4.697858864,0.880905092,4.77E-05,0.11904718
08-03-2021,120.93,121,116.21,116.36,154376610,122.634,122.7574305,24.75247525,22656.793,0.708327313,4.697858864,0.999899507,6.21E-06,9.43E-05
09-03-2021,119.03,122.06,118.79,121.085,129525780,122.1565,122.4533522,36.33944826,22656.793,0.708327313,4.697858864,0.52888912,0.468994915,0.002115886
10-03-2021,121.69,122.17,119.45,119.98,111943326,121.6195,122.0036518,36.36491031,22656.793,0.708327313,4.697858864,0.499944461,4.72E-05,0.500008354
11-03-2021,122.54,123.21,121.26,121.96,103026514,121.7165,121.9957151,39.45333333,22656.793,0.708327313,4.697858864,0.999877334,9.10E-05,3.16E-05
12-03-2021,120.4,121.17,119.16,121.03,88105050,121.6935,121.8201306,42.80960648,22656.793,0.708327313,4.697858864,0.999948382,3.15E-05,2.01E-05
15-03-2021,121.41,124,120.42,123.99,92590555,121.3135,122.2146523,47.49866239,22656.793,0.708327313,4.697858864,0.997324079,8.38E-05,0.002592118
16-03-2021,125.7,127.22,124.715,125.57,115227936,121.3585,122.8247155,50.28608583,22656.793,0.708327313,4.697858864,0.988072991,0.001624481,0.010302493
17-03-2021,124.05,125.8599,122.336,124.76,111932636,121.6285,123.1765854,55.40114613,22656.793,0.708327313,4.697858864,0.152244267,0.495318951,0.35243683
18-03-2021,122.88,123.18,120.32,120.53,121469755,121.6685,122.6953881,49.06073083,22656.793,0.708327313,4.697858864,0.941255152,0.058327999,0.000416801
19-03-2021,119.9,121.43,119.675,119.99,185549522,121.5255,122.2034993,38.13507758,22656.793,0.708327313,4.697858864,0.941255152,0.058327999,0.000416801
22-03-2021,120.33,123.87,120.26,123.39,111912284,122.2285,122.4192267,47.42559524,22656.793,0.708327313,4.697858864,0.999964118,9.51E-07,3.49E-05
23-03-2021,123.33,124.24,122.14,122.54,95467142,122.374,122.4411855,50.76457471,22656.793,0.708327313,4.697858864,1.86E-07,3.81E-06,0.999995947
24-03-2021,122.82,122.9,120.065,120.09,88530485,122.385,122.0136972,49.93732372,22656.793,0.708327313,4.697858864,1.86E-07,3.81E-06,0.999995947
25-03-2021,119.54,121.66,119,120.59,98844681,122.248,121.7548432,48.66645244,22656.793,0.708327313,4.697858864,0.998727977,0.001021905,0.000250084
26-03-2021,120.35,121.48,118.92,121.21,94071234,122.266,121.6557808,59.0892054,22656.793,0.708327313,4.697858864,0.997243643,0.002699862,5.65E-05
29-03-2021,121.65,122.58,120.7299,121.39,80819203,122.006,121.607457,50.68895415,22656.793,0.708327313,4.697858864,0.997243643,0.002699862,5.65E-05
30-03-2021,120.11,120.4031,118.86,119.9,85671919,121.439,121.2970103,49.82238011,22656.793,0.708327313,4.697858864,0.499840674,0.000129614,0.500029711
31-03-2021,121.65,123.52,121.15,122.15,118323826,121.178,121.4520993,50.4168495,22656.793,0.708327313,4.697858864,0.035155047,0.96483475,1.02E-05
01-04-2021,123.66,124.18,122.49,123,75089134,121.425,121.7335358,54.33729635,23368.861,0.821890915,4.697858864,0.99999404,2.33E-07,5.68E-06
05-04-2021,123.87,126.1601,123.07,125.9,88651175,122.016,122.4910748,54.21633554,23368.861,0.821890915,4.697858864,0.999993563,9.49E-08,6.38E-06
06-04-2021,126.5,127.13,125.65,126.21,80171253,122.298,123.167243,51.49672591,23368.861,0.821890915,4.697858864,1.25E-06,1.72E-05,0.999981642
07-04-2021,125.83,127.92,125.14,127.9,83466716,122.834,124.0277443,57.05300988,23368.861,0.821890915,4.697858864,0.05460804,2.47E-05,0.945367217
08-04-2021,128.95,130.39,128.52,130.36,88844591,123.861,125.1790635,73.98731088,23368.861,0.821890915,4.697858864,0.004292717,9.27E-06,0.995697975
09-04-2021,129.8,133.04,129.47,132.995,106686703,125.1015,126.6001428,78.79123312,23368.861,0.821890915,4.697858864,0.993346483,0.000564602,0.006088927
12-04-2021,132.52,132.85,130.63,131.24,91419983,126.1045,127.4437532,68.74403056,23368.861,0.821890915,4.697858864,0.999903977,1.80E-05,7.80E-05
13-04-2021,132.44,134.66,131.93,134.43,91266545,127.4085,128.7139799,75.53694158,23368.861,0.821890915,4.697858864,0.999999285,1.80E-07,4.46E-07
14-04-2021,134.94,135,131.655,132.03,87222782,128.6215,129.3168927,75.69952647,23368.861,0.821890915,4.697858864,0.493599428,0.500039189,0.006361377
15-04-2021,133.82,135,133.64,134.5,89347102,129.8565,130.2592758,77.59920635,23368.861,0.821890915,4.697858864,0.987103045,0.000176488,0.01272042
16-04-2021,134.3,134.67,133.28,134.16,84922386,130.9725,130.9684984,75.98314607,23368.861,0.821890915,4.697858864,0.999875337,1.06E-05,0.000114054
19-04-2021,133.51,135.47,133.34,134.84,94264215,131.8665,131.6724078,76.45554681,23368.861,0.821890915,4.697858864,0.71055989,0.289402768,3.73E-05
20-04-2021,135.02,135.53,131.81,133.11,94812349,132.5565,131.9337882,75.74045207,23368.861,0.821890915,4.697858864,0.955645263,0.012317603,0.032037254
21-04-2021,132.36,133.75,131.3001,133.5,68847136,133.1165,132.218554,73.84453782,23368.861,0.821890915,4.697858864,0.999623537,1.91E-06,0.000374548
22-04-2021,133.04,134.15,131.41,131.94,84566456,133.2745,132.1679078,68.2374541,23368.861,0.821890915,4.697858864,0.972384691,0.022842116,0.004773194
23-04-2021,132.16,135.12,132.16,134.32,78756779,133.407,132.5591973,67.54897874,23368.861,0.821890915,4.697858864,0.009080132,7.43E-05,0.990845621
26-04-2021,134.83,135.06,133.56,134.72,66905069,133.755,132.9520705,67.67026578,23368.861,0.821890915,4.697858864,0.99999845,2.44E-08,1.54E-06
27-04-2021,135.01,135.41,134.11,134.39,66015804,133.751,133.2135122,64.28257042,23368.861,0.821890915,4.697858864,0.531305898,0.001190316,0.4675038
28-04-2021,134.31,135.02,133.08,133.58,107760097,133.906,133.2801464,57.64119601,23368.861,0.821890915,4.697858864,1.72E-07,0.500002153,0.499997686
29-04-2021,136.47,137.07,132.45,133.48,151100953,133.804,133.3164834,51.30833558,23368.861,0.821890915,4.697858864,5.39E-06,0.999988914,5.69E-06
30-04-2021,131.78,133.56,131.065,131.46,109839466,133.534,132.978941,50.58510638,23368.861,0.821890915,4.697858864,0.987630069,0.001601992,0.010767952
03-05-2021,132.04,134.07,131.83,132.54,75135100,133.304,132.8991335,44.3379269,23368.861,0.801710515,4.697858864,0.334611653,0.340401886,0.324986471
04-05-2021,131.19,131.4899,126.7,127.85,137564718,132.778,131.9811092,38.98840885,23368.861,0.801710515,4.697858864,1.11E-07,1.27E-07,0.999999762
05-05-2021,129.2,130.45,127.97,128.1,84000900,132.238,131.275453,30.90692124,23368.861,0.801710515,4.697858864,1.11E-07,1.27E-07,0.999999762
06-05-2021,127.89,129.75,127.13,129.74,78128334,132.018,130.9962797,37.76301218,23368.861,0.801710515,4.697858864,1.11E-07,1.27E-07,0.999999762
07-05-2021,130.85,131.2582,129.475,130.21,78973273,131.607,130.8533198,37.03081232,23368.861,0.801710515,4.697858864,0.999966502,9.84E-06,2.36E-05
10-05-2021,129.41,129.54,126.81,126.85,88071229,130.82,130.1254435,33.93223819,23368.861,0.801710515,4.697858864,0.718351319,0.281635789,1.29E-05
11-05-2021,123.5,126.27,122.77,125.91,126142826,129.972,129.3589992,31.05341987,23368.861,0.801710515,4.697858864,0.994483411,3.60E-05,0.005480684
12-05-2021,123.4,124.64,122.25,122.77,112172282,128.891,128.1609993,28.78297085,23368.861,0.801710515,4.697858864,0.994483411,3.60E-05,0.005480684
13-05-2021,124.58,126.15,124.26,124.97,105861339,128.04,127.5808176,28.18478768,23368.861,0.801710515,4.697858864,0.910178781,0.004567993,0.085253164
14-05-2021,126.25,127.89,125.85,127.45,81917951,127.639,127.5570326,34.53849426,23368.861,0.801710515,4.697858864,0.015966531,0.979934514,0.004098928
17-05-2021,126.82,126.93,125.17,126.27,74244624,127.012,127.3230267,33.33333333,23368.861,0.801710515,4.697858864,0.499184877,0.500785934,2.92E-05
18-05-2021,126.56,126.99,124.78,124.85,63342929,126.712,126.8733855,32.51902283,23368.861,0.801710515,4.697858864,0.990955979,0.003193572,0.00585049
19-05-2021,123.16,124.915,122.86,124.69,92611989,126.371,126.4764063,32.44107072,23368.861,0.801710515,4.697858864,0.999728163,5.13E-06,0.000266722
20-05-2021,125.23,127.72,125.1,127.31,76857123,126.128,126.6279688,41.90401873,23368.861,0.801710515,4.697858864,0.999580324,0.000413964,5.68E-06
21-05-2021,127.82,128,125.21,125.43,79295436,125.65,126.4101563,36.54937571,23368.861,0.801710515,4.697858864,0.999984026,2.55E-06,1.35E-05
24-05-2021,126.01,127.94,125.94,127.1,63092945,125.675,126.5355824,48.39812046,23368.861,0.801710515,4.697858864,0.999584854,0.00041254,2.59E-06
25-05-2021,127.82,128.32,126.32,126.9,72009482,125.774,126.6018402,47.43150685,23368.861,0.801710515,4.697858864,0.987651467,0.000463515,0.011885038
26-05-2021,126.955,127.39,126.42,126.85,56575920,126.182,126.6469601,43.36242536,23368.861,0.801710515,4.697858864,0.999775112,0.000196308,2.86E-05
27-05-2021,126.44,127.64,125.08,125.28,94625601,126.213,126.3984219,39.2216878,23368.861,0.801710515,4.697858864,7.15E-07,0.999999046,2.72E-07
28-05-2021,125.57,125.8,124.55,124.61,71311109,125.929,126.0732543,44.44995045,23368.861,0.801710515,4.697858864,0.999755502,6.81E-06,0.000237728
01-06-2021,125.08,125.35,123.94,124.28,67637118,125.73,125.7472081,45.83546244,23368.861,0.92906629,4.697858864,0.999517322,1.30E-05,0.000469716
02-06-2021,124.28,125.24,124.05,125.06,59278862,125.751,125.6222611,56.65310866,23368.861,0.92906629,4.697858864,2.90E-06,1.06E-05,0.99998647
03-06-2021,124.68,124.85,123.13,123.54,76229170,125.636,125.2436682,45.67453116,23368.861,0.92906629,4.697858864,5.61E-06,2.00E-05,0.99997437
04-06-2021,124.07,126.16,123.85,125.89,75169343,125.494,125.3611831,45.24390244,23368.861,0.92906629,4.697858864,0.507981477,0.489967401,0.002051152
07-06-2021,126.17,126.32,124.8321,125.9,71057550,125.541,125.4591498,48.78529219,23368.861,0.92906629,4.697858864,0.500029154,1.75E-05,0.499953266
08-06-2021,126.6,128.46,126.2101,126.74,74403774,125.505,125.6920316,56.45051195,23368.861,0.92906629,4.697858864,0.999946475,5.74E-06,4.77E-05
09-06-2021,127.21,127.75,126.52,127.13,56877937,125.528,125.9534804,58.19892473,23368.861,0.92906629,4.697858864,0.999999523,4.07E-08,4.17E-07
10-06-2021,127.02,128.19,125.94,126.11,71186421,125.454,125.9819385,45.48192771,23368.861,0.92906629,4.697858864,0.999908447,2.19E-06,8.94E-05
11-06-2021,126.53,127.44,126.1,127.35,53522373,125.661,126.230677,57.59493671,23368.861,0.92906629,4.697858864,0.991182327,5.03E-06,0.008812547
14-06-2021,127.82,130.54,127.07,130.48,96906490,126.248,127.0032812,61.9858156,23368.861,0.92906629,4.697858864,0.999991417,2.82E-07,8.34E-06
15-06-2021,129.94,130.6,129.39,129.64,62746332,126.784,127.4826846,59.29443691,23368.861,0.92906629,4.697858864,0.999969602,2.46E-05,5.82E-06
16-06-2021,130.37,130.89,128.461,130.15,91339351,127.293,127.967651,60.85526316,23368.861,0.92906629,4.697858864,8.53E-07,6.14E-07,0.999998569
